brind,startT,endT,commTime,commStart,commEnd
1221,,,2008-05-06 14:58:05,,
1221,,,,2008-05-06 15:00:54,2008-05-06 15:01:40
1234,2008-05-06 15:02:25,2008-05-06 18:02:28,,,
1234,,,2008-05-06 15:02:25,,
1234,,,2008-05-06 15:47:16,,
1234,,,2008-05-06 16:03:45,,
1234,,,2008-05-06 17:05:26,,
1234,,,,2008-05-06 18:01:14,2008-05-06 18:02:28
1103,2008-05-05 10:28:04,2008-05-05 12:52:49,,,
1103,,,2008-05-05 10:28:04,,
1103,,,,2008-05-05 11:32:13,2008-05-05 11:34:35
1103,,,,2008-05-05 12:50:46,2008-05-05 12:52:49
1079,2008-05-06 08:34:08,2008-05-06 10:16:43,,,
1079,,,2008-05-06 08:34:08,,
1079,,,2008-05-06 09:31:25,,
1079,,,,2008-05-06 10:14:42,2008-05-06 10:16:43
1163,2008-05-06 10:17:25,2008-05-06 11:02:29,,,
1163,,,2008-05-06 10:17:25,,
1163,,,,2008-05-06 10:59:37,2008-05-06 11:02:29
1052,2008-05-06 11:12:05,2008-05-06 14:06:51,,,
1052,,,2008-05-06 11:12:05,,
1052,,,2008-05-06 12:02:54,,
1052,,,,2008-05-06 13:09:32,2008-05-06 13:10:51
1052,,,,2008-05-06 14:05:46,2008-05-06 14:06:51
1006,2008-05-06 14:08:44,2008-05-06 16:18:14,,,
1006,,,2008-05-06 14:08:44,,
1006,,,2008-05-06 15:03:46,,
1006,,,,2008-05-06 16:13:35,2008-05-06 16:18:14
1189,2008-05-05 10:32:47,2008-05-05 11:37:17,,,
1189,,,2008-05-05 10:32:47,,
1189,,,,2008-05-05 11:34:53,2008-05-05 11:37:17
1208,2008-05-05 11:37:38,2008-05-05 14:51:39,,,
1208,,,2008-05-05 11:37:38,,
1208,,,2008-05-05 13:08:41,,
1208,,,,2008-05-05 14:37:01,2008-05-05 14:51:39
1081,2008-05-06 08:34:18,2008-05-06 09:31:31,,,
1081,,,2008-05-06 08:34:18,,
1081,,,,2008-05-06 09:31:29,2008-05-06 09:31:31
1048,2008-05-06 11:02:51,2008-05-06 12:43:33,,,
1048,,,2008-05-06 11:02:51,,
1048,,,,2008-05-06 11:37:44,2008-05-06 11:38:44
1048,,,,2008-05-06 12:43:29,2008-05-06 12:43:33
1123,2008-05-06 12:43:56,2008-05-06 15:59:32,,,
1123,,,2008-05-06 12:43:56,,
1123,,,2008-05-06 13:38:59,,
1123,,,2008-05-06 14:50:47,,
1123,,,,2008-05-06 15:54:30,2008-05-06 15:59:32
1188,2008-05-05 10:32:42,2008-05-05 11:13:38,,,
1188,,,2008-05-05 10:32:42,,
1188,,,,2008-05-05 11:11:22,2008-05-05 11:13:38
1203,2008-05-05 11:15:18,2008-05-05 12:42:02,,,
1203,,,2008-05-05 11:15:18,,
1203,,,,2008-05-05 12:39:33,2008-05-05 12:42:02
1122,2008-05-06 08:35:37,2008-05-06 09:15:10,,,
1122,,,2008-05-06 08:35:37,,
1122,,,2008-05-06 09:05:19,,
1122,,,,2008-05-06 09:15:02,2008-05-06 09:15:10
1225,2008-05-06 10:17:51,2008-05-06 12:02:30,,,
1225,,,2008-05-06 10:17:51,,
1225,,,,2008-05-06 11:06:37,2008-05-06 11:07:28
1225,,,,2008-05-06 12:00:42,2008-05-06 12:02:30
1108,2008-05-06 12:05:04,2008-05-06 13:15:10,,,
1108,,,2008-05-06 12:05:04,,
1108,,,,2008-05-06 13:14:26,2008-05-06 13:15:10
1020,2008-05-06 13:15:39,2008-05-06 16:54:49,,,
1020,,,2008-05-06 13:15:39,,
1020,,,2008-05-06 14:15:14,,
1020,,,2008-05-06 14:45:29,,
1020,,,2008-05-06 14:59:23,,
1020,,,2008-05-06 16:03:13,,
1020,,,2008-05-06 16:27:19,,
1020,,,,2008-05-06 16:51:56,2008-05-06 16:54:49
1139,2008-05-06 13:23:50,2008-05-06 14:16:47,,,
1139,,,,2008-05-06 14:15:31,2008-05-06 14:16:47
1182,2008-05-05 10:31:54,2008-05-05 11:18:29,,,
1182,,,2008-05-05 10:31:54,,
1182,,,,2008-05-05 11:07:29,2008-05-05 11:10:48
1182,,,2008-05-05 11:18:29,,
1205,2008-05-05 11:19:29,2008-05-05 12:45:13,,,
1205,,,2008-05-05 11:19:29,,
1205,,,,2008-05-05 12:42:13,2008-05-05 12:45:13
1135,2008-05-06 08:35:56,2008-05-06 08:53:45,,,
1135,,,2008-05-06 08:35:56,,
1135,,,,2008-05-06 08:52:23,2008-05-06 08:53:45
1072,2008-05-06 12:05:46,2008-05-06 13:17:47,,,
1072,,,2008-05-06 12:05:46,,
1072,,,,2008-05-06 13:16:25,2008-05-06 13:17:47
1033,2008-05-06 13:18:02,2008-05-06 13:23:30,,,
1033,,,2008-05-06 13:18:02,,
1033,,,2008-05-06 13:23:30,,
1231,2008-05-06 14:16:51,2008-05-06 17:16:49,,,
1231,,,2008-05-06 14:16:51,,
1231,,,,2008-05-06 15:32:00,2008-05-06 15:34:40
1231,,,2008-05-06 16:21:35,,
1231,,,,2008-05-06 17:11:56,2008-05-06 17:16:49
1178,2008-05-05 10:31:45,2008-05-05 14:36:27,,,
1178,,,2008-05-05 10:31:45,,
1178,,,2008-05-05 11:14:33,,
1178,,,,2008-05-05 12:35:12,2008-05-05 12:39:18
1178,,,,2008-05-05 14:25:24,2008-05-05 14:29:14
1178,,,2008-05-05 14:36:27,,
1147,2008-05-06 08:36:45,2008-05-06 09:12:24,,,
1147,,,2008-05-06 08:36:45,,
1147,,,2008-05-06 09:06:53,,
1147,,,,2008-05-06 09:11:58,2008-05-06 09:12:24
1219,2008-05-06 09:33:56,2008-05-06 11:17:00,,,
1219,,,2008-05-06 09:33:56,,
1219,,,2008-05-06 10:18:35,,
1219,,,,2008-05-06 11:12:35,2008-05-06 11:17:00
1069,2008-05-06 11:53:39,2008-05-06 13:05:28,,,
1069,,,2008-05-06 11:53:39,,
1069,,,,2008-05-06 13:03:22,2008-05-06 13:05:28
1075,2008-05-06 11:53:48,2008-05-06 11:56:35,,,
1075,,,,2008-05-06 11:53:48,2008-05-06 11:56:35
1117,2008-05-06 12:14:30,2008-05-06 18:19:36,,,
1117,,,2008-05-06 12:14:30,,
1117,,,2008-05-06 13:16:10,,
1117,,,2008-05-06 14:17:01,,
1117,,,2008-05-06 14:52:30,,
1117,,,2008-05-06 15:31:37,,
1117,,,2008-05-06 15:49:25,,
1117,,,2008-05-06 16:51:49,,
1117,,,2008-05-06 17:23:47,,
1117,,,,2008-05-06 18:13:33,2008-05-06 18:19:36
1186,2008-05-05 10:32:30,2008-05-05 11:19:59,,,
1186,,,2008-05-05 10:32:30,,
1186,,,,2008-05-05 11:19:50,2008-05-05 11:19:59
1216,2008-05-05 11:20:17,2008-05-05 11:25:54,,,
1216,,,2008-05-05 11:20:17,,
1216,,,2008-05-05 11:25:54,,
1170,2008-05-05 11:26:19,2008-05-05 14:33:55,,,
1170,,,2008-05-05 11:26:19,,
1170,,,,2008-05-05 13:02:39,2008-05-05 13:02:43
1170,,,,2008-05-05 14:33:49,2008-05-05 14:33:55
1002,2008-05-06 10:18:05,2008-05-06 10:29:07,,,
1002,,,2008-05-06 10:18:05,,
1002,,,2008-05-06 10:29:07,,
1130,2008-05-06 13:05:41,2008-05-06 14:57:32,,,
1130,,,2008-05-06 13:05:41,,
1130,,,2008-05-06 13:46:26,,
1130,,,,2008-05-06 14:54:43,2008-05-06 14:57:32
1044,2008-05-06 14:57:55,2008-05-06 15:07:44,,,
1044,,,2008-05-06 14:57:55,,
1044,,,,2008-05-06 15:06:02,2008-05-06 15:07:44
1046,2008-05-06 15:07:57,2008-05-06 18:07:57,,,
1046,,,2008-05-06 15:07:57,,
1046,,,2008-05-06 16:20:57,,
1046,,,2008-05-06 17:11:11,,
1046,,,,2008-05-06 18:02:45,2008-05-06 18:07:57
1209,2008-05-05 10:41:01,2008-05-05 10:46:12,,,
1209,,,2008-05-05 10:41:01,,
1209,2008-05-05 10:46:12,2008-05-05 12:15:22,,,
1209,,,2008-05-05 10:46:12,,
1209,,,,2008-05-05 11:23:22,2008-05-05 11:23:30
1209,,,2008-05-05 12:12:17,,
1209,,,,2008-05-05 12:15:11,2008-05-05 12:15:22
